Term,Rate
1 WK	3.905
2 WK	3.89628
3 WK	3.89856
1 MO	3.89805
2 MO	4.00385
3 MO	4.08245
4 MO	4.15034
5 MO	4.21218
6 MO	4.2691
7 MO	4.327
8 MO	4.38465
9 MO	4.4405
10 MO	4.48985
11 MO	4.5405
12 MO	4.57995
18 MO	4.6866
2 YR	4.75825
3 YR	4.778
4 YR	4.76055
5 YR	4.746
6 YR	4.739
7 YR	4.73715
8 YR	4.73986
9 YR	4.74715
10 YR	4.75865
12 YR	4.7865
15 YR	4.82895
20 YR	4.854
25 YR	4.82103
30 YR	4.76065
40 YR	4.6226
50 YR	4.4751





